is_match,tournament,round,player_1,deck_1,player_2,deck_2,playlist_id,original_title
True,Ultimate Time Wizard 2010 YCS Birmingham 2025,Top 4,Unknown,Machina,Unknown,Blackwing,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Top 4 - Machina vs Blackwing - Ultimate Time Wizard 2010 YCS Birmingham 2025
True,Ultimate Time Wizard 2010 YCS Birmingham 2025,Top 8,Unknown,Machina,Unknown,Blackwing,PLIm0Rt8gzRbvP8EGZykEEQIzaZ2gK8FSF,Top 8 - Machina vs Blackwing - Ultimate Time Wizard 2010 YCS Birmingham 2025
True,Greek OPEN,Round 5,Koutentakis I.,Unknown,Mourikis X.,Unknown,PLIm0Rt8gzRbu0W_Ov0RLECOx8ZW6mIEKp,Yu-Gi-Oh! Card EU | Greek OPEN Round 5 - Koutentakis I. vs Mourikis X.
True,2018 Yu-Gi-Oh! Duel Links World Championship,Unknown,Jason Chu,Unknown,Marjo Jahaj,Unknown,PLIm0Rt8gzRbuqtZFz-Sv7x1li19vA-ynQ,2018 Yu-Gi-Oh! Duel Links World Championship - Jason Chu vs Marjo Jahaj
True,2018 Yu-Gi-Oh! Duel Links World Championship,Unknown,Charlie Whyborne,Unknown,Alex Cheung,Unknown,PLIm0Rt8gzRbuqtZFz-Sv7x1li19vA-ynQ,2018 Yu-Gi-Oh! Duel Links World Championship - Charlie Whyborne vs Alex Cheung
True,2018 Yu-Gi-Oh! Duel Links World Championship,Unknown,Roy Svinik,Unknown,Ryoichi Kitahata,Unknown,PLIm0Rt8gzRbuqtZFz-Sv7x1li19vA-ynQ,2018 Yu-Gi-Oh! Duel Links World Championship - Roy Svinik vs Ryoichi Kitahata
True,2018 Yu-Gi-Oh! Duel Links World Championship,Unknown,Patricio,Unknown,Wzarimi Thayib,Unknown,PLIm0Rt8gzRbuqtZFz-Sv7x1li19vA-ynQ,2018 Yu-Gi-Oh! Duel Links World Championship - Patricio vs Wzarimi Thayib
True,2018 Yu-Gi-Oh! Duel Links World Championship,Final,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbuqtZFz-Sv7x1li19vA-ynQ,2018 Yu-Gi-Oh! Duel Links World Championship - Final
True,Yu-Gi-Oh! World Championship 2019,Final,Chia Ching Wang,Unknown,Kouki Kosaka,Unknown,PLIm0Rt8gzRbsxRacuVerQ4REzU6zRQFXt,TCG Final – Yu-Gi-Oh! World Championship 2019 – Berlin – Chia Ching Wang vs. Kouki Kosaka
True,Yu-Gi-Oh! World Championship 2019,Dragon Duel Final,Sun Shang-En,Unknown,Vitus Krogh,Unknown,PLIm0Rt8gzRbsxRacuVerQ4REzU6zRQFXt,Dragon Duel Final – Yu-Gi-Oh! World Championship 2019 – Berlin – Sun Shang-En vs. Vitus Krogh
True,Remote Duel Yu-Gi-Oh! Championship Series 2021,Final,Max Timm,Unknown,Raphael Neven,Unknown,PLIm0Rt8gzRbtMPDnLGYFII_tUVnRM5ScA,Remote Duel Yu-Gi-Oh! Championship Series 2021 - Final - Max Timm vs. Raphael Neven
True,Remote Duel Yu-Gi-Oh! Championship Series 2021,Top 4,Raphael Neven,Unknown,Johannes Urbicht,Unknown,PLIm0Rt8gzRbtMPDnLGYFII_tUVnRM5ScA,Remote Duel Yu-Gi-Oh! Championship Series 2021 - Top 4 - Raphael Neven vs. Johannes Urbicht
True,Remote Duel Yu-Gi-Oh! Championship Series 2021,Top 4,Max Timm,Unknown,Axel Benoit,Unknown,PLIm0Rt8gzRbtMPDnLGYFII_tUVnRM5ScA,Remote Duel Yu-Gi-Oh! Championship Series 2021 - Top 4 - Max Timm vs. Axel Benoit
True,Remote Duel Yu-Gi-Oh! Championship Series 2021,Top 8,Raphael Neven,Unknown,Sam Pearson,Unknown,PLIm0Rt8gzRbtMPDnLGYFII_tUVnRM5ScA,Remote Duel Yu-Gi-Oh! Championship Series 2021 - Top 8 - Raphael Neven vs. Sam Pearson
True,Remote Duel Yu-Gi-Oh! Championship Series 2021,Top 8,Calum Cook,Unknown,Johannes Urbicht,Unknown,PLIm0Rt8gzRbtMPDnLGYFII_tUVnRM5ScA,Remote Duel Yu-Gi-Oh! Championship Series 2021 - Top 8 - Calum Cook vs. Johannes Urbicht
True,Remote Duel Yu-Gi-Oh! Championship Series 2021,Top 8,Axel Benoit,Unknown,Gabriel Netz,Unknown,PLIm0Rt8gzRbtMPDnLGYFII_tUVnRM5ScA,Remote Duel Yu-Gi-Oh! Championship Series 2021 - Top 8 - Axel Benoit vs. Gabriel Netz
True,Remote Duel Yu-Gi-Oh! Championship Series 2021,Top 8,Stratos Fotakis,Unknown,Max Timm,Unknown,PLIm0Rt8gzRbtMPDnLGYFII_tUVnRM5ScA,Remote Duel Yu-Gi-Oh! Championship Series 2021 - Top 8 - Stratos Fotakis vs. Max Timm
True,2018 Yu-Gi-Oh! TCG Dragon Duel World Championship,Quarter-Final,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbuauJOWCGiWGDMbOrK_4lZz,2018 Yu-Gi-Oh! TCG Dragon Duel World Championship - Quarter-Final
True,2018 Yu-Gi-Oh! TCG Dragon Duel World Championship,Unknown,Charley Futch III,Unknown,Wu Hung-Wei,Unknown,PLIm0Rt8gzRbuauJOWCGiWGDMbOrK_4lZz,2018 Yu-Gi-Oh! TCG Dragon Duel World Championship - Charley Futch III vs Wu Hung-Wei
True,2018 Yu-Gi-Oh! TCG Dragon Duel World Championship,Unknown,Koizumi Yuto,Unknown,James English,Unknown,PLIm0Rt8gzRbuauJOWCGiWGDMbOrK_4lZz,2018 Yu-Gi-Oh! TCG Dragon Duel World Championship - Koizumi Yuto vs James English
True,2018 Yu-Gi-Oh! TCG World Dragon Duel Championship,Final,Unknown,Unknown,Unknown,Unknown,PLIm0Rt8gzRbuauJOWCGiWGDMbOrK_4lZz,2018 Yu-Gi-Oh! TCG World Dragon Duel Championship - Final
True,2024 Yu-Gi-Oh! MASTER DUEL World Championship Series,Semi-Final,Hero's Future,Unknown,snipehunters,Unknown,PLIm0Rt8gzRbvlG2IvMeWgyI8VNEMLnuQ_,Yu-Gi-Oh! 2024 World Championship Series - MASTER DUEL Semi-Final - Hero's Future vs snipehunters
True,2024 World Championship Series - Duel Links Rush Duel,Final,Voltalon,Unknown,QuantumCubes,Unknown,PLIm0Rt8gzRbvlG2IvMeWgyI8VNEMLnuQ_,Yu-Gi-Oh! 2024 World Championship Series - Duel Links Rush Duel Final - Voltalon vs QunatumCubes
True,2024 World Championship Series - Duel Links Speed Duel,Final,Sebastian V.,Unknown,Takuma K.,Unknown,PLIm0Rt8gzRbvlG2IvMeWgyI8VNEMLnuQ_,Yu-Gi-Oh! 2024 World Championship Series - Duel Links Speed Duel Final - Sebastian V. vs Takuma K.
True,2024 World Championship Series - MASTER DUEL,Final,snipehunters,Unknown,Team 7,Unknown,PLIm0Rt8gzRbvlG2IvMeWgyI8VNEMLnuQ_,Yu-Gi-Oh! 2024 World Championship Series - MASTER DUEL Final - snipehunters vs Team 7
True,WCQ Amsterdam,Final Match,Marcel Burri,Unknown,Eugen Heidt,Unknown,PLIm0Rt8gzRbtTio1RMkWdRH9bkRNmX-Gh,WCQ Amsterdam: Final Match
